title,platform,genre,developer,publisher,image
Bubsy 3D,PlayStation,Platformer,Twilight Games,Telstar Electronic Studios Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1796118-box_bubsy3d.png
Bubsy in: Claws Encounters of the Furred Kind,Super Nintendo Entertainment System,Platformer,"Accolade, Inc.","Accolade, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2369765-genesis_bubsy.jpg
Bucky O'Hare,Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361188-nes_buckyohare.jpg
Buffy the Vampire Slayer,Xbox,Brawler,The Collective,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2991103-box_btvs.png
Buffy the Vampire Slayer: Chaos Bleeds,Xbox,Action,Eurocom Entertainment Software,Sierra,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3014380-box_btvscb.png
Bugs,Atari 2600,Action,"Data Age, Inc.","Data Age, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/1790491-bugs__1982___data_age_.jpg
Bulls vs. Lakers and the NBA Playoffs,Genesis,Basketball,Electronic Arts,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/2/23093/3187461-0352413689-47155.jpg
Bump 'n' Jump,Nintendo Entertainment System,Action,SAS Sakata,Vic Tokai,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361191-nes_bumpnjump.jpg
Burai Fighter Deluxe,Game Boy,Action,KID Corp.,"Agetec, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361194-nes_buraifighter.jpg
BurgerTime,Nintendo Entertainment System,Action,Data East Corporation,Data East Corporation,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2989466-flyer_bt.png
Burnout Paradise,PlayStation 3,Driving/Racing,Criterion Games,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/0/3699/3008100-burnout%20paradise%20remastered%20v1.jpg
Bushido Blade,PlayStation,Action,"LightWeight Co., Ltd.",Sony Interactive Entertainment America,https://www.giantbomb.com/a/uploads/square_avatar/3/34651/2236186-bushidoblade.jpg
Bust-A-Move,Super Nintendo Entertainment System,Puzzle,Taito Corporation,Taito Corporation,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2896323-box_bam.png
Bust-A-Move 2: Arcade Edition,Nintendo 64,Puzzle,Probe Entertainment,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2910953-flyer_bama.png
Bust-A-Move Bash!,Wii,Action,Happy Happening,Majesco Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3272974-box_bamb.png
C: The Contra Adventure,PlayStation,Action,Appaloosa Interactive,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1841708-box_ctca.png
Cabal,Nintendo Entertainment System,Action,Tad Corporation,The Hit Squad,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361195-nes_cabal.jpg
Caesars Palace,Game Boy,Simulation,Ed Magnin and Associates,"Arcadia Systems, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/16/164924/3008434-8597985915-46035.jpg
California Games,Nintendo Entertainment System,Sports,"Epyx, Inc.",Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2367678-a2600_californiagames.jpg
Call of Duty 2: Big Red One,Xbox,First-Person Shooter,"Gray Matter Interactive Studios, Inc.",Activision,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1875203-box_cod2bro.png
Canyon Bomber,Atari 2600,Block-Breaking,Atari,Atari,https://www.giantbomb.com/a/uploads/square_avatar/0/5278/280581-canyon_front.jpg
Capcom Classics Collection,PlayStation 2,Action,Backbone Entertainment,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2525160-box_ccc.png
Capcom vs. SNK,Dreamcast,Action,Capcom,Virgin Interactive Entertainment (Europe) Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2179471-box_cvs.png
Captain America and The Avengers,Genesis,Action,Opera House,Data East Corporation,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370007-genesis_capitainamericaandtheavengers.jpg
Captain America and the Avengers,Nintendo Entertainment System,Action,Data East Corporation,Mindscape,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370007-genesis_capitainamericaandtheavengers.jpg
Captain America and the Avengers,Super Nintendo Entertainment System,Action,Data East Corporation,Mindscape,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370007-genesis_capitainamericaandtheavengers.jpg
Captain Planet,Nintendo Entertainment System,Action,Chris Gray Enterprises Inc.,Mindscape,https://www.giantbomb.com/a/uploads/square_avatar/16/164924/3097026-3458366407-48979.jpg
Captain Skyhawk,Nintendo Entertainment System,Action,"Rare, Ltd.",Milton Bradley Co.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361197-nes_captainskyhawk.jpg
Captain Toad: Treasure Tracker,Wii U,Puzzle,1-UP Studio,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2696306-ctttus.jpg
Car Wars,TI-99/4A,Driving/Racing,Texas Instruments,Texas Instruments,https://www.giantbomb.com/a/uploads/square_avatar/0/1992/279945-scan0003.jpg
Carmageddon 64,Nintendo 64,Driving/Racing,Acclaim Studios Manchester,"Titus Interactive, S.A.",https://www.giantbomb.com/a/uploads/square_avatar/2/28314/1413311-carma64.jpg
Carrier,Dreamcast,Action,Jaleco Ltd.,Jaleco Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/1/14206/1139320-c.jpg
Cartoon Network: Battle Crashers,Nintendo Switch,Brawler,Magic Pockets,"Game Mill Publishing, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/10/103881/2974152-image.png
Casino,Atari 2600,Strategy,Atari,Atari,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2367684-a2600_casino.jpg
Castelian,Nintendo Entertainment System,Action,Hewson Consultants Ltd.,Triffix Entertainment Inc.,https://www.giantbomb.com/a/uploads/square_avatar/7/73970/3156671-tower_toppler_c64_1_1.jpg
Castlevania,Nintendo 64,Platformer,"Konami Computer Entertainment Kobe, Inc.",Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1773380-box_cv64.png
Castlevania,Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361205-nes_castlevania.jpg
Castlevania II: Simon's Quest,Nintendo Entertainment System,Platformer,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361209-nes_castlevania2.jpg
Castlevania III: Dracula's Curse,Nintendo Entertainment System,Platformer,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361210-nes_castlevania3.jpg
Castlevania Judgment,Wii,Fighting,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1773383-box_cvj.png
Castlevania: Bloodlines,Genesis,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370013-genesis_castlevaniabloodlines.jpg
Castlevania: Circle of the Moon,Game Boy Advance,Role-Playing,"Konami Computer Entertainment Kobe, Inc.",Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1773364-box_cvcotm.png
Castlevania: Dracula X,Super Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2363678-snes_castlevaniadraculax.jpg
Castlevania: Lords of Shadow,PlayStation 3,Action,Kojima Productions,"Konami Digital Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1836579-box_cvlos.png
Castlevania: Symphony of the Night,PlayStation,Role-Playing,Konami Computer Entertainment Tokyo,Konami,https://www.giantbomb.com/a/uploads/square_avatar/25/251278/3052820-castlevania%20sotn%20box%20art.jpg
Catherine: Full Body,Nintendo Switch,Action,Studio Zero,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3103068-box_cfb.png
Caveman Games,Nintendo Entertainment System,Sports,Data East Corporation,Data East Corporation,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361204-nes_cavemangames.jpg
Centipede,Atari 2600,Shoot 'Em Up,General Computer Corporation,Atari,https://www.giantbomb.com/a/uploads/square_avatar/2/29460/891006-centiped.png
Centipede,Atari 5200,Shoot 'Em Up,Superior Software,Atari,https://www.giantbomb.com/a/uploads/square_avatar/2/29460/891006-centiped.png
Centipede,Atari 7800,Shoot 'Em Up,General Computer Corporation,Atari SA,https://www.giantbomb.com/a/uploads/square_avatar/2/29460/891006-centiped.png
Child of Light,PlayStation Network (Vita),Role-Playing,Ubisoft Montreal Studios,Ubisoft Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2624132-2766761797-Child.jpg
China Warrior,TurboGrafx-16,Brawler,"Hudson Entertainment, Inc.","NEC Technologies, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2365516-tg16_chinawarrior.jpg
Chip 'N Dale: Rescue Rangers,Nintendo Entertainment System,Action,Capcom,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361216-nes_chipndalerescuerangers.jpg
Choplifter!,Atari 7800,Action,Ibidinc,Atari,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2365965-a7800_choplifter.jpg
Choplifter!,Sega Master System,Action,Compile,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2365965-a7800_choplifter.jpg
Chopper Command,Atari 2600,Action,Activision,Activision,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2367687-a2600_choppercommand.jpg
Chrono Cross,PlayStation,Role-Playing,Squaresoft,Square EA,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2211865-box_ccross.png
ChuChu Rocket,Dreamcast,Action,Reservoir Gods,Sega,https://www.giantbomb.com/a/uploads/square_avatar/2/29656/1210377-chu_chu.jpg
Circus Atari,Atari 2600,Block-Breaking,Atari,"Sears, Roebuck and Co.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2367688-a2600_circusatari.jpg
Clash at Demonhead,Nintendo Entertainment System,Action,Vic Tokai,Vic Tokai,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361223-nes_clashatdemonhead.jpg
ClayFighter,Super Nintendo Entertainment System,Fighting,Visual Concepts,Interplay Entertainment Corp.,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2883473-box_clayfighter.png
Clock Tower 2,PlayStation,Adventure,"Human Entertainment, Inc.","Human Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1860096-box_ctower.png
Clock Tower: Ghost Head,PlayStation,Adventure,"Human Entertainment, Inc.","Human Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1860097-box_ctower2.png
Clockwork Knight: Pepperouchou no Daibouken (Gekan),Saturn,Action,Sega,Sega,https://www.giantbomb.com/a/uploads/square_avatar/0/2579/1658051-clockwork_knight_box_front2.jpg
Clu Clu Land,Nintendo Entertainment System,Strategy,Nintendo R&D1,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361234-2361228-nes_clucluland_ca.jpg
Clue,Genesis,Strategy,Acclaim Studios Salt Lake City,Parker Brothers,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370462-genesis_clue.jpg
Cobra Command,Nintendo Entertainment System,Shoot 'Em Up,Data East Corporation,Data East Corporation,https://www.giantbomb.com/a/uploads/square_avatar/2/23093/2359545-cobra_command_nes.jpg
Code Name: Viper,Nintendo Entertainment System,Action,Capcom,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361235-nes_codenameviper.jpg
Coldstone: Scoop It Up,Wii,Minigame Collection,,ZOO Digital Publishing Ltd,https://www.giantbomb.com/a/uploads/square_avatar/2/23546/1178177-cs3.jpg
College Football USA 96,Genesis,Football,High Score Productions,EA Sports,https://www.giantbomb.com/a/uploads/square_avatar/0/7492/1415959-915984_41962_front.jpeg
Columns,Game Gear,Strategy,Sega,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370464-genesis_columns.jpg
Combat,Atari 2600,Action,Atari,Atari,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2367691-a2600_combatvcs.jpg
Combat Cars,Genesis,Action,"Accolade, Inc.","Accolade, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370470-genesis_combatcars.jpg
Comix Zone,Genesis,Action,Sega Technical Institute,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370471-genesis_comixzone.jpg
Commando,Atari 2600,Action,Imagineering Inc.,Activision,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361237-nes_commando.jpg
Commando,Nintendo Entertainment System,Action,Capcom,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361237-nes_commando.jpg
Commando Raid,Atari 2600,Action,U.S. Games,U.S. Games,https://www.giantbomb.com/a/uploads/square_avatar/1/14206/1096932-cr.jpg
Conker's Bad Fur Day,Nintendo 64,Platformer,"Rare, Ltd.","Rare, Ltd.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2104753-box_conkerbfd.png
Conquest Of The Crystal Palace,Nintendo Entertainment System,Action,Quest Corporation,Quest Corporation,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361239-nes_conquestofcrystalpalace.jpg
Contra,Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361240-nes_contra.jpg
Contra 4,Nintendo DS,Action,WayForward Technologies,Konami Digital Entertainment Limited,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2243844-box_contra4.png
Contra Force,Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361241-nes_contraforce.jpg
Contra III: The Alien Wars,Super Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1841702-box_contra3.png
Contra: Hard Corps,Genesis,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370473-genesis_contrahardcorps.jpg
Contra: Legacy of War,PlayStation,Action,Appaloosa Interactive,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1841706-box_contralow.png
Contra: Rogue Corps (Digital),Nintendo Switch,Dual-Joystick Shooter,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3121914-box_crc.png
Cooking Mama: World Kitchen,Wii,Simulation,Office Create,Majesco Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/0/495/879155-942721_108195_front.jpg
Cool Spot,Super Nintendo Entertainment System,Action,"Virgin Interactive Entertainment, Inc.","Virgin Interactive Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/15/155745/2551666-2066011846-recor.jpg
Cosmic Ark,Atari 2600,Action,Imagic,Imagic,https://www.giantbomb.com/a/uploads/square_avatar/0/913/824574-b_cosmicark_front.jpg
Cosmic Carnage,Sega 32X,Fighting,Givro,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2958024-box_cc.png
CosmoTank,Game Boy,Action,Atlus,Atlus,https://www.giantbomb.com/a/uploads/square_avatar/0/2253/258518-cosmotank.jpg
Countermeasure,Atari 5200,Action,Atari Games,Atari Games,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2366058-a5200_countermeasure.jpg
Crackdown,Xbox 360,Action-Adventure,Realtime Worlds Ltd.,Xbox Game Studios,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1786961-box_cdown.png
Crash N The Boys Street Challenge,Nintendo Entertainment System,Action,Technos Japan Corp.,Technos Japan Corp.,https://www.giantbomb.com/a/uploads/square_avatar/0/3413/212290-crash__n_the__boys_street_challenge.jpg
Crazy Taxi,Dreamcast,Driving/Racing,Hitmaker,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3000998-box_ctaxi.png
Crimson Skies: High Road to Revenge,Xbox,Flight Simulator,FASA Studio,Xbox Game Studios,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2275979-box_cskieshrtr.png
Cris Tales,Nintendo Switch,Role-Playing,Dreams Uncorporated,Modus Games,https://www.giantbomb.com/a/uploads/square_avatar/33/338034/3292300-4654722948-libra.jpg
Criticom,Saturn,Fighting,Kronos Digital Entertainment,Vic Tokai,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2375781-box_criticom.png
Cruis'n Blast,Nintendo Switch,Driving/Racing,Raw Thrills,Raw Thrills,https://www.giantbomb.com/a/uploads/square_avatar/1/12541/3316984-sq_nswitch_crusinblast.jpg
Cruis'n Exotica,Nintendo 64,Driving/Racing,Crawfish Interactive,Midway Games,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2543544-box_cruisnexo.png
Cruis'N USA,Nintendo 64,Driving/Racing,Midway Games,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2543545-box_cruisnusa.png
Cruis'N World,Nintendo 64,Driving/Racing,Midway Games,Midway Games,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2543547-box_cruisnw.png
Crystal Castles,Atari 2600,Action,Atari,Atari,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2366060-a5200_crystalcastles.jpg
Crystalis,Nintendo Entertainment System,Action,SNK,SNK,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361245-nes_crystalis.jpg
Cybernator,Super Nintendo Entertainment System,Shooter,Masaya,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2363713-snes_cybernator.jpg
Cybernoid: The Fighting Machine,Nintendo Entertainment System,Shoot 'Em Up,Gremlin Interactive Ltd.,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2371426-cybernoid_fr_ntsc.png
Daffy Duck: The Marvin Missions,Super Nintendo Entertainment System,Shooter,"ICOM Simulations, Inc.",SUNSOFT,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2363716-snes_daffyduckmarvinmissions.jpg
Dan Kitchen's Tomcat: The F-14 Fighter Simulator,Atari 7800,Flight Simulator,Imagineering Inc.,Absolute Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2059536-tomcat___the_f_14__1989___absolute_____.jpg
Dance Central 2,Xbox 360,Music/Rhythm,"Harmonix Music Systems, Inc.",Xbox Game Studios,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2525166-box_dc2.png
Dance Dance Revolution,PlayStation,Music/Rhythm,Konami Computer Entertainment Tokyo,Konami,https://www.giantbomb.com/a/uploads/square_avatar/10/103881/2331048-ddr_flyer.jpg
Dance Dance Revolution SuperNOVA 2,PlayStation 2,Music/Rhythm,Konami Computer Entertainment Tokyo,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2280555-box_ddnsn2.png
Dante's Inferno,Xbox 360,Action,Visceral Games,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1871436-box_dinferno.png
Darius Gaiden,Saturn,Action,Taito Corporation,Interplay Entertainment Corp.,https://www.giantbomb.com/a/uploads/square_avatar/1/14912/776564-dariusgaiden_front.png
Darius Twin,Super Nintendo Entertainment System,Shoot 'Em Up,Taito Corporation,Taito Corporation,https://www.giantbomb.com/a/uploads/square_avatar/0/2047/382925-dtwinbox.jpg
Dark Cavern,Atari 2600,Action,Mattel Electronics,Mattel Electronics,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2366973-intv_nightstalker_au.jpg
